current,power,occupancy_count,fan_state,light_state,energy_status
0.582,6.941,1,1,0,NORMAL
0.74,8.886,1,1,1,NORMAL
0.015,0.134,0,0,0,NORMAL
0.606,7.246,0,1,0,WASTAGE
0.002,0.066,0,0,0,NORMAL
0.008,0.006,0,0,0,NORMAL
0.446,5.448,0,0,1,WASTAGE
0.446,5.238,0,0,1,WASTAGE
0.488,5.733,0,0,1,WASTAGE
0.626,7.613,1,1,1,NORMAL
0.009,0.028,0,0,0,NORMAL
0.398,4.81,0,0,1,WASTAGE
0.433,5.16,1,1,0,NORMAL
0.944,11.439,1,1,1,NORMAL
0.036,0.35,1,0,0,LOW
0.024,0.199,0,0,0,NORMAL
0.682,8.201,1,1,1,NORMAL
0.031,0.349,0,0,0,NORMAL
0.465,5.697,1,1,0,NORMAL
0.533,6.346,0,0,1,WASTAGE
0.485,5.834,0,1,0,WASTAGE
0.698,8.331,1,1,0,NORMAL
0.014,0.068,0,0,0,NORMAL
0.01,0.167,1,0,0,LOW
0.021,0.321,1,0,0,LOW
0.477,5.613,0,0,1,WASTAGE
0.655,7.866,1,1,0,NORMAL
0.0,0.046,1,0,0,LOW
0.029,0.239,1,0,0,LOW
0.931,11.165,0,1,1,WASTAGE
0.657,7.951,1,1,0,NORMAL
0.312,3.874,0,0,1,WASTAGE
0.26,3.068,0,0,1,WASTAGE
0.93,11.084,1,1,1,NORMAL
0.04,0.437,0,0,0,NORMAL
0.496,5.883,1,1,0,NORMAL
0.035,0.44,0,0,0,NORMAL
0.424,5.031,0,0,1,WASTAGE
0.039,0.419,0,0,0,NORMAL
0.014,0.144,0,0,0,NORMAL
0.019,0.266,1,0,0,LOW
0.508,6.042,0,0,1,WASTAGE
0.704,8.409,0,1,0,WASTAGE
0.672,8.106,1,1,1,NORMAL
0.548,6.67,1,1,0,NORMAL
0.798,9.569,1,1,1,NORMAL
0.568,6.687,1,1,0,NORMAL
0.693,8.424,1,1,0,NORMAL
0.485,5.822,0,1,0,WASTAGE
0.014,0.192,1,0,0,LOW
0.016,0.211,0,0,0,NORMAL
0.557,6.762,0,1,0,WASTAGE
0.569,6.859,0,0,1,WASTAGE
0.809,9.712,1,1,1,NORMAL
0.689,8.316,1,1,0,NORMAL
0.663,8.016,1,1,0,NORMAL
0.686,8.251,1,1,0,NORMAL
0.491,5.853,0,1,0,WASTAGE
0.622,7.46,0,1,1,WASTAGE
0.483,5.809,1,1,0,NORMAL
0.611,7.333,1,1,1,NORMAL
0.018,0.147,0,0,0,NORMAL
0.689,8.316,1,1,1,NORMAL
0.021,0.167,1,0,0,LOW
0.026,0.369,1,0,0,LOW
0.406,4.855,0,0,1,WASTAGE
0.702,8.353,1,1,1,NORMAL
0.583,7.046,1,1,1,NORMAL
0.741,8.966,0,1,1,WASTAGE
0.038,0.481,0,0,0,NORMAL
0.671,8.043,1,1,1,NORMAL
0.684,8.266,1,1,0,NORMAL
0.815,9.753,1,1,1,NORMAL
0.948,11.335,1,1,1,NORMAL
0.919,10.973,0,1,1,WASTAGE
0.408,5.021,1,1,0,NORMAL
0.453,5.466,0,0,1,WASTAGE
0.58,6.894,0,1,0,WASTAGE
0.021,0.244,1,0,0,LOW
0.66,7.94,1,1,1,NORMAL
0.558,6.671,1,1,0,NORMAL
0.478,5.731,0,1,0,WASTAGE
0.0,0.04,0,0,0,NORMAL
0.51,6.114,0,1,0,WASTAGE
0.654,7.723,1,1,0,NORMAL
0.855,10.25,1,1,1,NORMAL
0.007,0.099,1,0,0,LOW
0.524,6.17,0,1,0,WASTAGE
0.478,5.792,0,1,0,WASTAGE
0.012,0.133,0,0,0,NORMAL
0.747,9.015,0,1,1,WASTAGE
0.648,7.625,0,1,0,WASTAGE
0.698,8.472,1,1,0,NORMAL
0.023,0.279,1,0,0,LOW
0.587,7.084,0,1,1,WASTAGE
0.457,5.487,1,1,0,NORMAL
0.737,8.82,0,1,0,WASTAGE
0.573,6.871,0,0,1,WASTAGE
0.878,10.57,1,1,1,NORMAL
0.564,6.765,0,1,0,WASTAGE
0.04,0.451,0,0,0,NORMAL
0.903,10.86,1,1,1,NORMAL
0.792,9.518,1,1,1,NORMAL
0.726,8.712,0,1,0,WASTAGE
0.698,8.341,1,1,0,NORMAL
0.021,0.241,0,0,0,NORMAL
0.019,0.069,1,0,0,LOW
0.592,7.134,1,1,0,NORMAL
0.838,10.009,0,1,1,WASTAGE
0.437,5.205,1,1,0,NORMAL
0.692,8.286,1,1,0,NORMAL
0.653,7.802,0,1,1,WASTAGE
0.801,9.569,0,1,1,WASTAGE
0.715,8.493,0,1,0,WASTAGE
0.655,7.858,1,1,1,NORMAL
0.022,0.385,0,0,0,NORMAL
0.633,7.581,1,1,0,NORMAL
0.966,11.631,0,1,1,WASTAGE
0.575,6.915,1,1,0,NORMAL
0.402,4.789,0,1,0,WASTAGE
0.45,5.37,1,1,0,NORMAL
0.743,8.954,0,1,1,WASTAGE
0.544,6.496,1,1,0,NORMAL
0.026,0.366,1,0,0,LOW
0.437,5.179,1,1,0,NORMAL
0.043,0.497,0,0,0,NORMAL
0.698,8.338,0,1,1,WASTAGE
0.542,6.406,0,0,1,WASTAGE
0.702,8.451,1,1,1,NORMAL
0.388,4.663,0,1,0,WASTAGE
0.667,8.036,0,1,1,WASTAGE
0.025,0.116,1,0,0,LOW
0.833,10.0,0,1,1,WASTAGE
0.0,0.033,0,0,0,NORMAL
0.681,8.074,1,1,1,NORMAL
0.444,5.297,1,1,0,NORMAL
0.518,6.202,0,0,1,WASTAGE
0.031,0.386,0,0,0,NORMAL
0.012,0.039,0,0,0,NORMAL
0.902,10.805,0,1,1,WASTAGE
0.351,4.209,0,0,1,WASTAGE
0.706,8.463,1,1,0,NORMAL
0.465,5.464,1,1,0,NORMAL
0.014,0.133,0,0,0,NORMAL
0.587,7.027,1,1,1,NORMAL
0.594,7.301,0,1,1,WASTAGE
0.549,6.603,1,1,0,NORMAL
0.581,7.035,0,1,0,WASTAGE
0.681,8.159,1,1,1,NORMAL
0.608,7.348,1,1,0,NORMAL
0.628,7.606,1,1,1,NORMAL
0.561,6.638,1,1,0,NORMAL
0.444,5.452,0,1,0,WASTAGE
0.771,9.354,1,1,1,NORMAL
0.739,8.968,1,1,1,NORMAL
0.439,5.276,0,0,1,WASTAGE
0.44,5.217,0,0,1,WASTAGE
0.598,7.279,0,1,1,WASTAGE
0.659,7.873,0,1,1,WASTAGE
0.008,0.094,1,0,0,LOW
0.56,6.699,1,1,0,NORMAL
0.694,8.323,1,1,1,NORMAL
0.783,9.373,0,1,1,WASTAGE
0.02,0.233,0,0,0,NORMAL
0.409,4.877,0,1,0,WASTAGE
0.467,5.582,1,1,0,NORMAL
0.486,5.762,1,1,0,NORMAL
0.61,7.334,0,1,0,WASTAGE
0.609,7.34,1,1,1,NORMAL
0.435,5.22,1,1,0,NORMAL
0.908,10.844,1,1,1,NORMAL
1.024,12.292,0,1,1,WASTAGE
1.022,12.262,0,1,1,WASTAGE
0.462,5.48,0,1,0,WASTAGE
0.406,4.985,0,0,1,WASTAGE
0.728,8.651,1,1,1,NORMAL
0.524,6.354,0,1,0,WASTAGE
0.547,6.567,0,0,1,WASTAGE
0.53,6.503,0,0,1,WASTAGE
0.792,9.499,0,1,1,WASTAGE
0.654,7.934,0,1,1,WASTAGE
0.012,0.168,1,0,0,LOW
0.67,7.957,0,1,1,WASTAGE
0.036,0.313,0,0,0,NORMAL
0.813,9.743,0,1,1,WASTAGE
0.515,6.249,1,1,0,NORMAL
0.667,7.989,1,1,0,NORMAL
0.593,7.068,1,1,0,NORMAL
1.071,12.834,0,1,1,WASTAGE
0.018,0.316,1,0,0,LOW
0.486,5.852,1,1,0,NORMAL
0.559,6.704,0,0,1,WASTAGE
1.019,12.138,0,1,1,WASTAGE
0.627,7.449,1,1,0,NORMAL
0.015,0.169,0,0,0,NORMAL
0.955,11.39,0,1,1,WASTAGE
0.6,7.26,1,1,0,NORMAL
0.883,10.546,1,1,1,NORMAL
0.689,8.331,0,1,0,WASTAGE
0.009,0.184,1,0,0,LOW
0.323,3.936,0,0,1,WASTAGE
0.504,5.986,0,1,0,WASTAGE
0.694,8.313,0,1,1,WASTAGE
0.017,0.142,1,0,0,LOW
0.588,7.168,1,1,0,NORMAL
0.378,4.583,0,1,0,WASTAGE
0.71,8.566,1,1,1,NORMAL
0.017,0.277,1,0,0,LOW
0.793,9.584,0,1,1,WASTAGE
0.46,5.388,0,0,1,WASTAGE
0.871,10.477,1,1,1,NORMAL
0.5,5.956,0,1,0,WASTAGE
0.028,0.387,0,0,0,NORMAL
0.449,5.365,1,1,0,NORMAL
0.873,10.573,0,1,1,WASTAGE
0.615,7.291,1,1,1,NORMAL
0.407,4.873,0,0,1,WASTAGE
0.352,4.187,0,0,1,WASTAGE
0.625,7.454,0,1,0,WASTAGE
0.525,6.316,0,1,0,WASTAGE
0.029,0.33,0,0,0,NORMAL
0.0,0.033,0,0,0,NORMAL
0.606,7.246,1,1,1,NORMAL
0.72,8.564,0,1,1,WASTAGE
0.658,7.787,1,1,0,NORMAL
0.459,5.463,0,1,0,WASTAGE
0.032,0.341,0,0,0,NORMAL
0.51,6.114,0,0,1,WASTAGE
0.031,0.392,1,0,0,LOW
0.427,5.087,0,0,1,WASTAGE
0.428,5.18,1,1,0,NORMAL
0.786,9.39,0,1,1,WASTAGE
0.586,6.967,0,1,0,WASTAGE
0.708,8.52,0,1,0,WASTAGE
0.023,0.333,1,0,0,LOW
0.666,8.038,0,1,0,WASTAGE
0.837,10.006,0,1,1,WASTAGE
0.019,0.248,0,0,0,NORMAL
0.456,5.533,0,0,1,WASTAGE
0.624,7.461,0,1,0,WASTAGE
0.527,6.267,0,1,0,WASTAGE
0.545,6.531,0,0,1,WASTAGE
0.583,6.959,0,1,0,WASTAGE
0.49,5.896,0,0,1,WASTAGE
0.006,0.102,0,0,0,NORMAL
0.626,7.468,1,1,1,NORMAL
0.615,7.383,0,1,1,WASTAGE
0.005,0.056,1,0,0,LOW
0.033,0.379,0,0,0,NORMAL
0.029,0.386,1,0,0,LOW
0.674,7.992,1,1,1,NORMAL
0.461,5.567,0,0,1,WASTAGE
0.696,8.431,1,1,1,NORMAL
0.47,5.735,1,1,0,NORMAL
0.005,0.009,1,0,0,LOW
0.457,5.432,0,0,1,WASTAGE
0.533,6.513,0,1,0,WASTAGE
0.842,10.008,0,1,1,WASTAGE
0.03,0.326,0,0,0,NORMAL
0.985,11.72,1,1,1,NORMAL
0.022,0.285,1,0,0,LOW
0.75,8.977,0,1,0,WASTAGE
0.887,10.579,0,1,1,WASTAGE
0.521,6.159,0,1,0,WASTAGE
0.032,0.34,1,0,0,LOW
0.521,6.282,0,1,0,WASTAGE
0.687,8.264,1,1,1,NORMAL
0.936,11.242,0,1,1,WASTAGE
0.027,0.207,1,0,0,LOW
0.587,7.079,0,1,1,WASTAGE
0.041,0.485,0,0,0,NORMAL
0.003,0.027,1,0,0,LOW
0.43,5.203,0,0,1,WASTAGE
0.665,7.989,0,1,0,WASTAGE
0.295,3.463,0,0,1,WASTAGE
0.419,5.091,0,1,0,WASTAGE
0.004,0.058,0,0,0,NORMAL
0.866,10.316,1,1,1,NORMAL
0.004,0.017,1,0,0,LOW
0.023,0.309,0,0,0,NORMAL
0.019,0.312,1,0,0,LOW
0.414,4.982,0,1,0,WASTAGE
0.01,0.121,0,0,0,NORMAL
0.578,6.974,1,1,0,NORMAL
0.003,0.057,1,0,0,LOW
0.896,10.649,1,1,1,NORMAL
0.599,7.19,1,1,0,NORMAL
0.032,0.339,1,0,0,LOW
0.553,6.63,1,1,0,NORMAL
0.033,0.322,1,0,0,LOW
0.641,7.723,1,1,1,NORMAL
0.022,0.265,0,0,0,NORMAL
0.479,5.754,0,0,1,WASTAGE
0.417,4.996,0,1,0,WASTAGE
0.696,8.441,1,1,1,NORMAL
0.027,0.31,1,0,0,LOW
0.701,8.404,1,1,0,NORMAL
0.466,5.565,0,0,1,WASTAGE
0.875,10.551,1,1,1,NORMAL
0.015,0.177,1,0,0,LOW
0.823,9.862,0,1,1,WASTAGE
0.627,7.481,1,1,1,NORMAL
0.561,6.804,0,0,1,WASTAGE
0.733,8.91,1,1,1,NORMAL
0.0,0.015,0,0,0,NORMAL
0.635,7.626,1,1,0,NORMAL
0.002,0.011,1,0,0,LOW
0.751,8.964,0,1,0,WASTAGE
0.546,6.496,0,0,1,WASTAGE
0.003,0.132,0,0,0,NORMAL
0.693,8.284,1,1,0,NORMAL
0.561,6.713,0,0,1,WASTAGE
0.889,10.581,1,1,1,NORMAL
0.529,6.329,1,1,0,NORMAL
0.032,0.444,0,0,0,NORMAL
0.969,11.613,1,1,1,NORMAL
0.952,11.425,1,1,1,NORMAL
0.006,0.058,1,0,0,LOW
0.021,0.173,0,0,0,NORMAL
0.707,8.447,1,1,1,NORMAL
0.009,0.196,1,0,0,LOW
0.752,9.037,0,1,1,WASTAGE
0.909,10.935,0,1,1,WASTAGE
0.01,0.074,1,0,0,LOW
0.62,7.455,1,1,0,NORMAL
0.005,0.056,1,0,0,LOW
0.631,7.583,1,1,0,NORMAL
0.021,0.158,0,0,0,NORMAL
0.002,0.15,1,0,0,LOW
0.021,0.353,0,0,0,NORMAL
0.62,7.506,1,1,0,NORMAL
0.611,7.389,0,1,1,WASTAGE
0.392,4.681,0,0,1,WASTAGE
0.014,0.147,1,0,0,LOW
0.0,0.015,0,0,0,NORMAL
0.014,0.119,1,0,0,LOW
0.663,7.926,1,1,0,NORMAL
0.551,6.675,0,1,0,WASTAGE
0.455,5.434,0,0,1,WASTAGE
0.441,5.354,0,0,1,WASTAGE
0.578,6.981,1,1,0,NORMAL
0.013,0.061,0,0,0,NORMAL
0.009,0.151,0,0,0,NORMAL
0.74,8.777,0,1,1,WASTAGE
0.805,9.707,0,1,1,WASTAGE
0.482,5.79,0,1,0,WASTAGE
0.028,0.336,0,0,0,NORMAL
0.854,10.225,1,1,1,NORMAL
0.702,8.378,0,1,1,WASTAGE
0.651,7.883,1,1,1,NORMAL
0.991,11.93,1,1,1,NORMAL
0.024,0.391,1,0,0,LOW
0.436,5.275,0,1,0,WASTAGE
0.031,0.391,0,0,0,NORMAL
0.665,7.913,1,1,0,NORMAL
0.957,11.497,1,1,1,NORMAL
0.606,7.198,1,1,1,NORMAL
0.006,0.043,1,0,0,LOW
1.022,12.218,0,1,1,WASTAGE
0.709,8.531,1,1,1,NORMAL
0.879,10.578,1,1,1,NORMAL
0.038,0.448,0,0,0,NORMAL
0.03,0.289,0,0,0,NORMAL
0.4,4.887,0,1,0,WASTAGE
0.978,11.681,1,1,1,NORMAL
0.267,3.16,0,0,1,WASTAGE
0.635,7.678,0,1,1,WASTAGE
0.856,10.367,0,1,1,WASTAGE
0.65,7.678,1,1,0,NORMAL
0.025,0.268,1,0,0,LOW
0.305,3.623,0,0,1,WASTAGE
0.987,11.972,0,1,1,WASTAGE
0.541,6.51,0,0,1,WASTAGE
0.558,6.727,0,0,1,WASTAGE
0.397,4.806,0,1,0,WASTAGE
0.392,4.707,0,1,0,WASTAGE
0.0,0.033,0,0,0,NORMAL
0.413,4.963,0,1,0,WASTAGE
0.667,8.033,0,1,0,WASTAGE
0.919,10.968,0,1,1,WASTAGE
0.5,5.97,1,1,0,NORMAL
0.459,5.46,1,1,0,NORMAL
0.701,8.395,1,1,0,NORMAL
0.439,5.284,0,1,0,WASTAGE
0.025,0.361,1,0,0,LOW
0.016,0.193,0,0,0,NORMAL
0.019,0.175,1,0,0,LOW
0.624,7.466,1,1,1,NORMAL
0.539,6.434,0,1,0,WASTAGE
0.028,0.275,0,0,0,NORMAL
0.015,0.199,0,0,0,NORMAL
0.018,0.066,0,0,0,NORMAL
0.008,0.137,0,0,0,NORMAL
0.45,5.424,0,0,1,WASTAGE
0.682,8.158,1,1,1,NORMAL
0.695,8.424,0,1,0,WASTAGE
0.512,6.193,1,1,0,NORMAL
0.823,9.962,0,1,1,WASTAGE
0.039,0.347,1,0,0,LOW
0.71,8.583,1,1,1,NORMAL
0.736,8.813,1,1,1,NORMAL
0.568,6.714,1,1,0,NORMAL
0.662,7.903,1,1,0,NORMAL
0.003,0.113,1,0,0,LOW
1.057,12.738,0,1,1,WASTAGE
0.457,5.557,0,1,0,WASTAGE
0.855,10.308,0,1,1,WASTAGE
0.994,11.905,0,1,1,WASTAGE
0.475,5.815,1,1,0,NORMAL
0.499,5.964,0,1,0,WASTAGE
0.421,5.126,0,1,0,WASTAGE
0.514,6.224,0,0,1,WASTAGE
0.643,7.732,0,1,0,WASTAGE
0.03,0.374,0,0,0,NORMAL
0.018,0.28,0,0,0,NORMAL
0.016,0.152,1,0,0,LOW
0.454,5.549,1,1,0,NORMAL
0.581,6.932,0,0,1,WASTAGE
0.018,0.258,0,0,0,NORMAL
0.588,7.096,1,1,1,NORMAL
0.011,0.21,0,0,0,NORMAL
0.006,0.086,1,0,0,LOW
0.024,0.292,0,0,0,NORMAL
0.668,8.098,0,1,1,WASTAGE
1.044,12.432,0,1,1,WASTAGE
0.023,0.276,1,0,0,LOW
0.898,10.828,0,1,1,WASTAGE
0.637,7.532,1,1,0,NORMAL
0.568,6.706,0,1,0,WASTAGE
0.65,7.808,1,1,0,NORMAL
0.007,0.051,0,0,0,NORMAL
1.016,12.227,0,1,1,WASTAGE
0.024,0.384,0,0,0,NORMAL
0.636,7.549,0,1,1,WASTAGE
0.01,0.132,1,0,0,LOW
0.03,0.352,0,0,0,NORMAL
0.008,0.022,1,0,0,LOW
0.631,7.56,0,1,0,WASTAGE
0.515,6.19,1,1,0,NORMAL
0.012,0.086,1,0,0,LOW
0.591,7.169,1,1,1,NORMAL
0.026,0.312,0,0,0,NORMAL
0.77,9.231,0,1,1,WASTAGE
0.672,8.048,1,1,1,NORMAL
0.635,7.558,1,1,0,NORMAL
0.811,9.775,1,1,1,NORMAL
0.584,7.1,1,1,1,NORMAL
0.693,8.401,1,1,1,NORMAL
0.014,0.093,1,0,0,LOW
0.879,10.491,1,1,1,NORMAL
0.931,11.202,0,1,1,WASTAGE
0.625,7.483,1,1,0,NORMAL
0.04,0.436,0,0,0,NORMAL
0.863,10.374,0,1,1,WASTAGE
0.031,0.335,1,0,0,LOW
0.029,0.26,0,0,0,NORMAL
0.034,0.39,0,0,0,NORMAL
0.028,0.325,0,0,0,NORMAL
0.745,8.866,1,1,1,NORMAL
0.489,5.821,0,0,1,WASTAGE
0.696,8.281,0,1,1,WASTAGE
0.454,5.411,0,1,0,WASTAGE
0.551,6.621,0,1,0,WASTAGE
0.461,5.483,0,0,1,WASTAGE
0.722,8.674,0,1,1,WASTAGE
0.94,11.328,0,1,1,WASTAGE
0.766,9.137,0,1,1,WASTAGE
1.024,12.392,0,1,1,WASTAGE
0.575,6.815,0,1,0,WASTAGE
0.85,10.154,0,1,1,WASTAGE
0.38,4.583,0,1,0,WASTAGE
0.402,4.854,0,0,1,WASTAGE
0.413,4.868,0,1,0,WASTAGE
0.447,5.387,0,0,1,WASTAGE
0.019,0.26,0,0,0,NORMAL
0.428,5.093,1,1,0,NORMAL
0.584,6.953,0,1,0,WASTAGE
0.012,0.087,0,0,0,NORMAL
0.656,7.912,0,1,0,WASTAGE
0.737,8.788,1,1,1,NORMAL
0.009,0.07,0,0,0,NORMAL
0.379,4.553,0,1,0,WASTAGE
0.588,7.15,1,1,1,NORMAL
0.409,4.962,0,0,1,WASTAGE
0.59,7.071,1,1,0,NORMAL
0.27,3.233,0,0,1,WASTAGE
0.872,10.435,1,1,1,NORMAL
0.671,8.004,0,1,0,WASTAGE
0.015,0.292,0,0,0,NORMAL
0.713,8.461,1,1,0,NORMAL
0.692,8.259,1,1,1,NORMAL
0.499,6.058,0,0,1,WASTAGE
0.6,7.109,1,1,0,NORMAL
0.037,0.382,0,0,0,NORMAL
0.671,7.987,0,1,0,WASTAGE
0.677,8.175,0,1,0,WASTAGE
0.373,4.501,0,1,0,WASTAGE
0.469,5.668,0,0,1,WASTAGE
0.733,8.753,0,1,0,WASTAGE
0.016,0.241,1,0,0,LOW
0.543,6.505,1,1,0,NORMAL
0.966,11.606,0,1,1,WASTAGE
1.037,12.424,0,1,1,WASTAGE
0.585,7.039,1,1,0,NORMAL
0.46,5.516,0,0,1,WASTAGE
0.008,0.05,1,0,0,LOW
0.02,0.248,0,0,0,NORMAL
0.025,0.302,0,0,0,NORMAL
0.01,0.12,0,0,0,NORMAL
0.022,0.211,0,0,0,NORMAL
0.008,0.032,0,0,0,NORMAL
0.767,9.229,1,1,1,NORMAL
0.001,0.046,0,0,0,NORMAL
0.479,5.772,1,1,0,NORMAL
0.484,5.789,0,0,1,WASTAGE
0.586,7.086,1,1,0,NORMAL
0.911,11.022,1,1,1,NORMAL
0.0,0.039,1,0,0,LOW
0.026,0.346,0,0,0,NORMAL
0.442,5.325,0,0,1,WASTAGE
0.009,0.183,1,0,0,LOW
0.425,5.106,1,1,0,NORMAL
0.023,0.261,1,0,0,LOW
0.025,0.376,0,0,0,NORMAL
0.032,0.451,0,0,0,NORMAL
0.53,6.36,1,1,0,NORMAL
0.704,8.462,1,1,0,NORMAL
0.015,0.173,0,0,0,NORMAL
0.036,0.36,1,0,0,LOW
0.491,5.796,1,1,0,NORMAL
0.525,6.228,1,1,0,NORMAL
0.675,8.015,1,1,1,NORMAL
0.039,0.432,0,0,0,NORMAL
0.505,6.113,0,0,1,WASTAGE
0.32,3.785,0,0,1,WASTAGE
0.662,7.956,1,1,1,NORMAL
0.518,6.253,0,0,1,WASTAGE
0.001,0.008,1,0,0,LOW
0.44,5.173,0,1,0,WASTAGE
0.575,6.95,1,1,0,NORMAL
0.015,0.186,0,0,0,NORMAL
1.06,12.853,0,1,1,WASTAGE
0.777,9.266,0,1,1,WASTAGE
0.016,0.228,0,0,0,NORMAL
0.573,6.895,0,1,0,WASTAGE
0.922,11.055,0,1,1,WASTAGE
0.41,4.933,0,0,1,WASTAGE
0.027,0.46,0,0,0,NORMAL
0.011,0.119,0,0,0,NORMAL
0.62,7.416,1,1,0,NORMAL
0.681,8.178,1,1,1,NORMAL
0.762,9.154,0,1,1,WASTAGE
0.942,11.184,0,1,1,WASTAGE
0.793,9.477,1,1,1,NORMAL
0.031,0.37,0,0,0,NORMAL
0.42,4.933,0,1,0,WASTAGE
0.662,7.964,1,1,0,NORMAL
0.028,0.375,1,0,0,LOW
0.395,4.78,0,1,0,WASTAGE
0.383,4.611,0,1,0,WASTAGE
0.738,8.818,1,1,1,NORMAL
0.328,3.878,0,0,1,WASTAGE
0.578,6.793,1,1,0,NORMAL
0.528,6.326,0,0,1,WASTAGE
0.03,0.319,1,0,0,LOW
0.041,0.431,0,0,0,NORMAL
0.861,10.275,0,1,1,WASTAGE
0.576,6.855,1,1,0,NORMAL
0.432,5.176,1,1,0,NORMAL
0.688,8.211,0,1,1,WASTAGE
0.012,0.048,0,0,0,NORMAL
0.836,10.096,1,1,1,NORMAL
0.287,3.445,0,0,1,WASTAGE
0.611,7.276,0,1,1,WASTAGE
0.738,8.801,1,1,1,NORMAL
0.3,3.618,0,0,1,WASTAGE
0.027,0.305,0,0,0,NORMAL
0.607,7.238,1,1,0,NORMAL
0.014,0.143,1,0,0,LOW
0.971,11.661,1,1,1,NORMAL
0.634,7.77,0,1,1,WASTAGE
0.369,4.394,0,0,1,WASTAGE
0.024,0.33,1,0,0,LOW
0.888,10.68,1,1,1,NORMAL
0.014,0.147,1,0,0,LOW
0.813,9.688,1,1,1,NORMAL
0.484,5.84,0,1,0,WASTAGE
0.038,0.397,1,0,0,LOW
0.022,0.312,1,0,0,LOW
0.577,6.975,1,1,0,NORMAL
0.608,7.32,1,1,1,NORMAL
0.515,6.257,0,0,1,WASTAGE
0.599,7.052,0,1,0,WASTAGE
0.838,9.889,1,1,1,NORMAL
0.534,6.449,0,1,0,WASTAGE
0.317,3.843,0,0,1,WASTAGE
0.711,8.469,0,1,0,WASTAGE
0.028,0.331,1,0,0,LOW
0.997,12.039,0,1,1,WASTAGE
0.669,8.139,1,1,1,NORMAL
0.31,3.717,0,0,1,WASTAGE
0.568,6.864,1,1,0,NORMAL
0.588,7.091,1,1,0,NORMAL
0.024,0.322,0,0,0,NORMAL
0.843,10.096,0,1,1,WASTAGE
0.017,0.094,1,0,0,LOW
0.009,0.122,0,0,0,NORMAL
0.903,10.842,1,1,1,NORMAL
0.0,0.036,0,0,0,NORMAL
0.019,0.184,1,0,0,LOW
0.731,8.859,0,1,0,WASTAGE
0.446,5.375,0,0,1,WASTAGE
0.999,11.986,0,1,1,WASTAGE
0.775,9.251,1,1,1,NORMAL
0.035,0.483,0,0,0,NORMAL
0.97,11.695,0,1,1,WASTAGE
0.455,5.41,1,1,0,NORMAL
0.391,4.633,0,0,1,WASTAGE
0.787,9.377,1,1,1,NORMAL
0.019,0.265,1,0,0,LOW
0.768,9.212,1,1,1,NORMAL
0.011,0.043,1,0,0,LOW
0.034,0.352,1,0,0,LOW
0.701,8.313,1,1,1,NORMAL
0.616,7.322,0,1,0,WASTAGE
0.733,8.843,0,1,1,WASTAGE
0.642,7.658,1,1,0,NORMAL
0.016,0.171,1,0,0,LOW
0.975,11.745,1,1,1,NORMAL
0.031,0.361,0,0,0,NORMAL
0.009,0.111,0,0,0,NORMAL
0.805,9.601,1,1,1,NORMAL
0.467,5.792,0,1,0,WASTAGE
0.726,8.692,0,1,1,WASTAGE
0.011,0.143,1,0,0,LOW
0.016,0.214,0,0,0,NORMAL
0.528,6.303,0,1,0,WASTAGE
0.56,6.787,1,1,0,NORMAL
0.963,11.51,0,1,1,WASTAGE
0.04,0.444,0,0,0,NORMAL
0.537,6.546,1,1,0,NORMAL
0.673,8.105,0,1,0,WASTAGE
0.024,0.231,0,0,0,NORMAL
0.03,0.351,1,0,0,LOW
0.431,5.185,0,0,1,WASTAGE
0.042,0.436,0,0,0,NORMAL
0.01,0.097,0,0,0,NORMAL
0.001,0.017,1,0,0,LOW
0.036,0.402,0,0,0,NORMAL
0.638,7.691,1,1,1,NORMAL
0.026,0.216,1,0,0,LOW
0.013,0.143,0,0,0,NORMAL
0.528,6.343,1,1,0,NORMAL
0.914,11.019,0,1,1,WASTAGE
1.088,12.968,0,1,1,WASTAGE
0.044,0.394,0,0,0,NORMAL
0.93,11.242,1,1,1,NORMAL
1.006,12.002,0,1,1,WASTAGE
0.014,0.026,0,0,0,NORMAL
0.027,0.261,1,0,0,LOW
0.023,0.337,1,0,0,LOW
0.483,5.836,1,1,0,NORMAL
0.898,10.742,0,1,1,WASTAGE
0.495,5.843,0,0,1,WASTAGE
0.394,4.857,0,0,1,WASTAGE
0.372,4.518,0,1,0,WASTAGE
0.661,7.952,0,1,0,WASTAGE
0.905,10.832,0,1,1,WASTAGE
0.793,9.421,1,1,1,NORMAL
0.033,0.387,0,0,0,NORMAL
0.739,8.813,0,1,0,WASTAGE
0.03,0.331,0,0,0,NORMAL
0.027,0.372,0,0,0,NORMAL
0.047,0.44,0,0,0,NORMAL
0.596,7.159,1,1,1,NORMAL
0.501,6.043,0,0,1,WASTAGE
0.0,0.013,1,0,0,LOW
0.647,7.761,1,1,1,NORMAL
0.54,6.568,1,1,0,NORMAL
0.012,0.067,1,0,0,LOW
0.74,8.843,1,1,1,NORMAL
0.028,0.354,1,0,0,LOW
1.041,12.528,0,1,1,WASTAGE
0.75,8.953,0,1,0,WASTAGE
0.023,0.304,1,0,0,LOW
0.792,9.475,1,1,1,NORMAL
0.028,0.443,0,0,0,NORMAL
0.577,7.049,0,1,1,WASTAGE
0.013,0.049,0,0,0,NORMAL
0.0,0.022,1,0,0,LOW
0.986,11.728,1,1,1,NORMAL
0.742,8.92,1,1,1,NORMAL
0.536,6.422,0,0,1,WASTAGE
0.674,8.025,1,1,0,NORMAL
